track_name,album,album_release,artist,popularity,genres,playlist,duration_sec
Magnets (feat. Sophie Simmons),Magnets (feat. Sophie Simmons),10-05-2019,Sam Feldt,62,pop,Cardio,179.01599999990006
Don't Give Up On Me,Don't Give Up On Me (with R3HAB),12-04-2019,Andy Grammer,9,pop,Cardio,190.645
Found Love (feat. Lovespeake),Found Love (feat. Lovespeake),15-02-2019,MOTi,59,pop,Cardio,157.024
These Are The Times (feat. JRM),These Are The Times (feat. JRM),18-07-2019,Martin Garrix,71,pop,Cardio,188.65600000000003
Wherever You Go,Blue,09-11-2018,Jonas Blue,21,pop,Cardio,208.947
Happy Now,Happy Now,26-10-2018,Kygo,81,pop,Cardio,211.362
Roots,Roots,16-08-2019,Valerie Broussard,69,pop,Cardio,184.56400000000002
Talk - Alle Farben Remix,Talk (Alle Farben Remix),04-04-2019,Khalid,56,pop,Cardio,167.99
All The Lies - Toby Romeo Remix / Radio Edit,All The Lies (Remixes),19-07-2019,Alok,56,pop,Cardio,163.00000000000003
High Hopes - Don Diablo Remix,High Hopes (Don Diablo Remix),11-01-2019,Panic! At The Disco,60,pop,Cardio,185.71399999999997
Summer Air (feat. Trevor Guthrie),Summer Air (feat. Trevor Guthrie),31-05-2019,Hardwell,40,pop,Cardio,201.905
Can We Pretend (feat. Cash Cash) - Sigala Remix,Can We Pretend (feat. Cash Cash) [Sigala Remix],28-06-2019,P!nk,57,pop,Cardio,183.36000000000004
Bruises - Steve Void Remix,Bruises EP,27-09-2019,Lewis Capaldi,70,pop,Cardio,212.28
Insomnia - King Arthur Remix,Insomnia (King Arthur Remix),17-05-2019,Daya,63,pop,Cardio,176.09799999999998
Don't Worry Bout Me - Rudimental Remix,Don't Worry Bout Me (Rudimental Remix),24-04-2019,Zara Larsson,65,pop,Cardio,193.137
I Miss Myself - R3HAB Remix,I Miss Myself (R3HAB Remix),07-06-2019,NOTD,56,pop,Cardio,183.341
8 Letters - R3HAB Remix,8 Letters (R3HAB Remix),28-09-2018,Why Don't We,2,pop,Cardio,132.233
You Deserve Better - Andrelli Remix,You Deserve Better (Andrelli Remix),29-06-2018,James Arthur,53,pop,Cardio,196.493
Remember (with ZOHARA),Remember (with ZOHARA),26-10-2018,Gryffin,11,pop,Cardio,221.773
REMEDY,REMEDY,31-08-2018,Alesso,77,pop,Cardio,190.295
Leave,Leave,25-01-2019,Borgeous,56,pop,Cardio,193.6399999999
Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix,Mama (feat. Ellie Goulding) [Tiësto’s Big Room Remix],08-03-2019,Clean Bandit,65,pop,Cardio,156.16800000000003
I'm Not Sorry,I'm Not Sorry,08-03-2019,Hardwell,34,pop,Cardio,186.0939999999
Tequila - Robin Schulz Remix,Tequila (Robin Schulz Remix),21-03-2019,Dan + Shay,54,pop,Cardio,170.10299999999998
Happier - Frank Walker Remix,Happier (Remixes),19-10-2018,Marshmello,51,pop,Cardio,196.5709999999
Sing It With Me - Embody Remix,Sing It With Me (Embody Remix),21-06-2019,JP Cooper,50,pop,Cardio,180.57100000000003
Thursday - Nicky Romero Remix,Thursday (Nicky Romero Remix),07-12-2018,Jess Glynne,52,pop,Cardio,217.804
Better When You're Gone,Better When You're Gone,08-02-2019,David Guetta,76,pop,Cardio,192.40200000000002
Wish You Well,Wish You Well,24-05-2019,Sigala,75,pop,Cardio,205.653
Only When It Rains,Only When It Rains,29-03-2019,Frank Walker,52,pop,Cardio,169.0
Mad Love - Blinkie Remix,Mad Love (Remixes),05-07-2019,Mabel,62,pop,Cardio,200.8929999999
Sweet but Psycho - Morgan Page Dance Remix,Sweet but Psycho (Remixes),16-08-2018,Ava Max,65,pop,Cardio,226.875
Better Day (feat. Aloe Blacc),Better Day (feat. Aloe Blacc),01-11-2019,Young Bombs,62,pop,Cardio,191.78600000000003
Rescue Me (with BUNT.) - BUNT. Remix,Rescue Me (with BUNT.) [BUNT. Remix],02-08-2019,OneRepublic,10,pop,Cardio,174.5449999999
Discovery,Discovery,31-05-2019,Syn Cole,55,pop,Cardio,198.75
With You - Frank Walker Remix,With You (Frank Walker Remix),01-02-2019,Tyler Shaw,49,pop,Cardio,206.875
2 Hearts (feat. Gia Koka),2 Hearts (feat. Gia Koka),10-01-2020,Sam Feldt,70,pop,Cardio,186.75
Love You Forever,Love You Forever,21-06-2019,Nicky Romero,61,pop,Cardio,234.609
Post Malone (feat. RANI),Post Malone (feat. RANI) [Joe Stone Remix],16-08-2019,Sam Feldt,75,pop,Dance Pop Hits,174.444
Thorns,Thorns,29-03-2019,Faustix,60,pop,Dance Pop Hits,186.0
Shotgun (The Wild Remix),Shotgun (The Wild Remix),15-06-2018,George Ezra,63,pop,Dance Pop Hits,191.65
True Colors (feat. Maya Avedis),True Colors (feat. Maya Avedis),21-09-2018,XO Cupid,73,pop,Dance Pop Hits,184.02
Crying In The Sun,Crying In The Sun (Remixes),23-11-2018,Faustix,60,pop,Dance Pop Hits,195.947
Need You,Need You,26-07-2019,Faustix,62,pop,Dance Pop Hits,182.16100000000003
Sweet Dreams (Are Made of This),Sweet Dreams (are Made of This),21-06-2019,Winati,67,pop,Dance Pop Hits,176.7729999999
Million Lights,Million Lights,22-03-2019,Tungevaag & Raaban,61,pop,Dance Pop Hits,186.667
Dancing in the Moonlight,Dancing in the Moonlight,22-06-2018,Jubël,71,pop,Dance Pop Hits,164.01
Heaven,TIM,06-06-2019,Avicii,80,pop,Dance Pop Hits,277.262
Forever Young,Forever Young,27-07-2018,John De Sohn,68,pop,Dance Pop Hits,167.912
eoh,eoh,16-08-2019,Olympis,60,pop,Dance Pop Hits,155.52
Nobody,Nobody,01-03-2019,Martin Jensen,66,pop,Dance Pop Hits,211.04
All Day And Night,Snacks,12-07-2019,Jax Jones,75,pop,Dance Pop Hits,169.467
There's No Way (feat. Julia Michaels) - Alle Farben Remix,There's No Way (remixes),01-11-2018,Lauv,58,pop,Dance Pop Hits,187.301
Whenever (feat. Conor Maynard),Whenever (feat. Conor Maynard),22-06-2018,Kris Kross Amsterdam,74,pop,Dance Pop Hits,163.636
All For Love,All For Love,23-03-2018,Tungevaag & Raaban,68,pop,Dance Pop Hits,180.485
Bittersweet Symphony (feat. Emily Roberts),Bittersweet Symphony (feat. Emily Roberts),29-03-2019,GAMPER & DADONI,72,pop,Dance Pop Hits,194.6179999999
One Touch,Always in Between (Deluxe),12-10-2018,Jess Glynne,70,pop,Dance Pop Hits,197.87599999999998
"fuck, i’m lonely (with Anne-Marie) - Ofenbach Remix","fuck, i’m lonely (with Anne-Marie) (Ofenbach Remix)",30-08-2019,Lauv,58,pop,Dance Pop Hits,178.512
Be Your Friend‬‬,Be Your Friend,02-03-2018,Vigiland,67,pop,Dance Pop Hits,180.8199999999
Happier - Breathe Carolina Remix,Happier (Remixes),19-10-2018,Marshmello,62,pop,Dance Pop Hits,158.0949999999
Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,Woke Up Late (feat. Hailee Steinfeld) [Sam Feldt Remix],02-05-2019,Drax Project,56,pop,Dance Pop Hits,196.47499999989998
Just Got Paid,Brighter Days,28-09-2018,Sigala,65,pop,Dance Pop Hits,218.4799999999001
No One - Jonas Blue Remix,No One (Jonas Blue Remix),15-03-2019,Jess Glynne,51,pop,Dance Pop Hits,214.641
Speechless (feat. Erika Sirola) - MOTi Remix,Speechless (feat. Erika Sirola) [MOTi Remix],22-03-2019,Robin Schulz,54,pop,Dance Pop Hits,181.875
Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Close To Me (Remixes),01-02-2019,Ellie Goulding,61,pop,Dance Pop Hits,223.53299999990003
Darkside,Different World,14-12-2018,Alan Walker,76,pop,Dance Pop Hits,211.68
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),25-04-2019,Martin Garrix,83,pop,Dance Pop Hits,163.805
Body (feat. brando),Body (feat. brando),27-10-2017,Loud Luxury,63,pop,Dance Pop Hits,163.216
Who's Got Your Love,Who's Got Your Love,15-03-2019,Cheat Codes,70,pop,Dance Pop Hits,157.0
Never Go Back - Robin Schulz Remix,Never Go Back (Remixes),07-06-2019,Dennis Lloyd,70,pop,Dance Pop Hits,184.65299999990003
Pumped Up,Pumped Up,08-09-2017,Klingande,56,pop,Dance Pop Hits,177.07299999999998
California,California,04-05-2018,Hot Shade,65,pop,Dance Pop Hits,169.157
Solo Dance,Solo Dance,04-11-2016,Martin Jensen,61,pop,Dance Pop Hits,174.933
Replay,Replay,25-08-2017,Davai,60,pop,Dance Pop Hits,202.52
Think About You - Galantis Remix,Think About You (Galantis Remix),12-04-2019,Kygo,63,pop,Dance Pop Hits,181.0399999999
Love No More,Love No More,31-08-2018,Loud Luxury,54,pop,Dance Pop Hits,168.63600000000002
All Falls Down (feat. Juliander),Different World,14-12-2018,Alan Walker,70,pop,Dance Pop Hits,198.88
Lonely Together (feat. Rita Ora),Phoenix (Deluxe Edition),23-11-2018,Avicii,6,pop,Dance Pop Hits,181.96
Remind Me to Forget,Kids in Love,03-11-2017,Kygo,70,pop,Dance Pop Hits,217.29300000000003
Next To Me,Next To Me,20-04-2018,Axel Johansson,54,pop,Dance Pop Hits,179.5
Giant (with Rag'n'Bone Man),Giant (with Rag'n'Bone Man),11-01-2019,Calvin Harris,83,pop,Dance Pop Hits,229.18400000000003
Happier - Tiësto’s AFTR:HRS Remix,Happier (Tiësto’s AFTR:HRS Remix),01-06-2018,Ed Sheeran,53,pop,Dance Pop Hits,216.0
Hum With Me,Hum With Me,09-06-2017,John De Sohn,55,pop,Dance Pop Hits,167.87099999999998
Without You (feat. Sandro Cavazza),AVĪCI (01),10-08-2017,Avicii,81,pop,Dance Pop Hits,181.673
Call On Me - Ryan Riback Remix,Call On Me,07-10-2016,Starley,58,pop,Dance Pop Hits,222.0
Sad (feat. Afrojack),Sad (feat. Afrojack),30-08-2019,Chico Rose,75,pop,Dance Pop Hits,161.28
Stargazing,Stargazing - EP,21-09-2017,Kygo,73,pop,Dance Pop Hits,236.85299999999998
Symphony (feat. Zara Larsson),What Is Love? (Deluxe Edition),30-11-2018,Clean Bandit,73,pop,Dance Pop Hits,212.733
Stay Young,Stay Young,01-09-2017,Mike Perry,57,pop,Dance Pop Hits,157.005
More Than You Know,More Than You Know,24-05-2017,Axwell /\ Ingrosso,25,pop,Dance Pop Hits,203.0
Why Boy,Why Boy,07-06-2019,Steff da Campo,55,pop,Dance Pop Hits,150.005
The Nights,The Days / Nights,01-01-2014,Avicii,80,pop,Dance Pop Hits,176.65799999990006
Rich Love (with Seeb),Rich Love,14-07-2017,OneRepublic,69,pop,Dance Pop Hits,201.257
Mama,Blue,09-11-2018,Jonas Blue,74,pop,Dance Pop Hits,184.134
Feel Good,I,16-02-2018,Felix Jaehn,65,pop,Dance Pop Hits,166.947
IDGAF - Hazers Remix,IDGAF (Remixes),23-02-2018,Dua Lipa,50,pop,Dance Pop Hits,240.61700000000002
Breathe (feat. Ina Wroldsen),Snacks,12-07-2019,Jax Jones,66,pop,Dance Pop Hits,208.10699999999997
Rockstar,Rockstar,21-06-2019,Ilkay Sencan,71,pop,Dance Pop Hits,212.28
Jackie Chan,Jackie Chan,18-05-2018,Tiësto,79,pop,Dance Pop Hits,215.7599999999
Moonlight,Moonlight,07-09-2018,Gaullin,76,pop,Dance Pop Hits,173.067
All I Wanna Do,All I Wanna Do,08-04-2016,Martin Jensen,55,pop,Dance Pop Hits,194.36
Sweet but Psycho,Sweet but Psycho,17-08-2018,Ava Max,87,pop,Pop Warmup 130 BPM,187.43600000000004
Melody - ANGEMI Remix,"Melody (Remixes, Pt. 1)",15-06-2018,Lost Frequencies,35,pop,Pop Warmup 130 BPM,209.34099999999998
High On Life (feat. Bonn),High On Life (feat. Bonn),29-07-2018,Martin Garrix,77,pop,Pop Warmup 130 BPM,230.762
So Am I,So Am I,07-03-2019,Ava Max,83,pop,Pop Warmup 130 BPM,183.02700000000002
I Know You - Vigiland Remix,I Know You (Remixes),09-02-2018,Craig David,51,pop,Pop Warmup 130 BPM,183.345
Through To You,Through To You,17-04-2018,Lyente,2,pop,Pop Warmup 130 BPM,129.238
Burn Out (feat. Dewain Whitmore),Burn Out (feat. Dewain Whitmore),14-09-2018,Martin Garrix,68,pop,Pop Warmup 130 BPM,200.322
Penny,Penny,29-03-2019,Dimitri Vangelis & Wyman,50,pop,Pop Warmup 130 BPM,199.24500000000003
Wait For Me,Wait For Me,12-10-2018,Steve Brian,42,pop,Pop Warmup 130 BPM,217.143
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",29-03-2019,Billie Eilish,95,pop,Pop Warmup 130 BPM,194.08799999990003
Daylight (Airbeat One Anthem 2018),Daylight (Airbeat One Anthem 2018),22-06-2018,Fluex,50,pop,Pop Warmup 130 BPM,191.5
Imagine,Imagine,13-04-2018,Rob Tirea,21,pop,Pop Warmup 130 BPM,190.69799999999998
Apple Juice (feat. Carla Monroe) - MOTi Remix,Apple Juice (feat. Carla Monroe) [MOTi Remix],30-11-2018,SLATIN,63,pop,Pop Warmup 130 BPM,138.75000000000003
Glitch,Glitch,14-12-2018,Martin Garrix,56,pop,Pop Warmup 130 BPM,185.1609999999
Brand New (Helium),Brand New (Helium),13-04-2018,Lvly,2,pop,Pop Warmup 130 BPM,173.797
Shades Of Voices (Original Mix),Shades Of Voices (Original Mix),23-01-2017,PULLER,2,pop,Pop Warmup 130 BPM,283.193
In Time,Stereo Mono,12-10-2018,CAZZETTE,49,pop,Pop Warmup 130 BPM,191.954
Halfway There (feat. Lena Leon),Halfway There (feat. Lena Leon),15-03-2019,Tiësto,60,pop,Pop Warmup 130 BPM,195.00000000000003
Spirit Of Freedom,Spirit Of Freedom,25-01-2019,Dropgun,45,pop,Pop Warmup 130 BPM,161.24999999999997
Mama Look at Me Now,Satisfied (feat. MAX) / Mama Look at Me Now,13-07-2018,Galantis,56,pop,Pop Warmup 130 BPM,178.132
Toxic Rain - No Class Remix,Toxic Rain (No Class Remix),11-05-2018,Alicia Madison,41,pop,Pop Warmup 130 BPM,190.99200000000002
The Beat,The Beat,23-07-2018,Mike Williams,70,pop,Pop Warmup 130 BPM,162.187
Wild Wild Son,Wild Wild Son,12-10-2018,Armin van Buuren,57,pop,Pop Warmup 130 BPM,213.7069999999
Waiting For Love,Stories,02-10-2015,Avicii,16,pop,Pop Warmup 130 BPM,230.61300000000003
Shelter (Mix Cut) - Yoel Lewis Remix,Trance Top 1000 (Mini Mix 006) - Armada Music,20-04-2018,Dash Berlin,48,pop,Pop Warmup 130 BPM,105.219
Like I Do,Like I Do,22-02-2018,David Guetta,72,pop,Pop Warmup 130 BPM,202.5
Skyline,Mercury,23-02-2018,Catiso,2,pop,Pop Warmup 130 BPM,176.26
Callin' - Extended Mix,Callin',01-06-2018,Lush & Simon,2,pop,Pop Warmup 130 BPM,217.5
Roads,Roads,09-02-2018,Vargas & Lagola,66,pop,Pop Warmup 130 BPM,234.68
Jackie Chan,Jackie Chan,18-05-2018,Tiësto,60,pop,Pop Warmup 130 BPM,215.6759999999
Came Here for Love,Came Here for Love,09-06-2017,Sigala,68,pop,Pop Warmup 130 BPM,202.9989999999
Kids in Love - Don Diablo Remix,Kids in Love (Don Diablo Remix),11-05-2018,Kygo,50,pop,Pop Warmup 130 BPM,195.71400000000003
Let You Down - Chris Royal Remix,Let You Down (Remixes),16-04-2018,Bombs Away,39,pop,Pop Warmup 130 BPM,172.5
Mercury,Mercury,23-02-2018,Catiso,1,pop,Pop Warmup 130 BPM,189.625
Different Place,Different Place,02-03-2018,STVCKS,4,pop,Pop Warmup 130 BPM,171.71199999990006
One Last Time,My Everything (Deluxe),22-08-2014,Ariana Grande,16,pop,Pop Warmup 130 BPM,197.267
I Feel The Love,Painting With Dreams,09-09-2016,Tritonal,58,pop,Pop Warmup 130 BPM,213.12
No Brainer,No Brainer,27-07-2018,DJ Khaled,77,pop,Pop Warmup 130 BPM,259.99999999999994
Sun Is Shining,More Than You Know,28-07-2017,Axwell /\ Ingrosso,71,pop,Pop Warmup 130 BPM,254.65300000000002
Breathe,Breathe,01-12-2017,Jax Jones,65,pop,Pop Warmup 130 BPM,207.63
In the Name of Love,In the Name of Love,29-07-2016,Martin Garrix,80,pop,Pop Warmup 130 BPM,195.707
Pure Gold,KEEN: Workout Vol. 1,01-09-2017,oomiee,1,pop,Pop Warmup 130 BPM,147.187
Turning Up,Turning Up,03-11-2019,ARASHI,67,pop,Dance Pop: Japan,182.63300000000004
Winter Hitori feat. ASOBOiSM,Winter Hitori feat. ASOBOiSM,11-12-2019,Shinn Yamada,28,pop,Dance Pop: Japan,218.357
9と4分の3番線で君を待つ (Run Away) - Japanese Ver.,MAGIC HOUR,14-01-2020,TOMORROW X TOGETHER,48,pop,Dance Pop: Japan,211.86700000000002
Nobody Knows,Who Are You?,08-01-2020,Hiroomi Tosaka,39,pop,Dance Pop: Japan,221.23300000000003
One in a Million -奇跡の夜に-,SHONEN CHRONICLE,21-11-2019,GENERATIONS from EXILE TRIBE,60,pop,Dance Pop: Japan,222.9319999999
別世界,別世界,29-01-2020,E-girls,29,pop,Dance Pop: Japan,224.882
Gimme GImme,Gimme GImme,11-12-2019,iamSHUM,21,pop,Dance Pop: Japan,230.94299999999998
御伽の街,御伽の街,15-01-2020,DAOKO,40,pop,Dance Pop: Japan,203.14699999990012
ボイスメモ No. 5,ボイスメモ No. 5,17-01-2020,CHANMINA,37,pop,Dance Pop: Japan,163.0399999999
Now & Forever (feat. SONPUB & 向井太一),20200101,01-01-2020,香取慎吾,38,pop,Dance Pop: Japan,215.14
Make A Move - Pt. 2,Make A Move (Pt. 2),17-01-2020,EMMA WAHLIN,17,pop,Dance Pop: Japan,181.2
光線,光線,15-01-2020,Ghost like girlfriend,30,pop,Dance Pop: Japan,208.333
ZONE OF GOLD,ZONE OF GOLD,15-01-2020,Ryuji Imaichi,31,pop,Dance Pop: Japan,195.43299999989998
LOVE + PARTY,LOVE + PARTY,25-12-2019,CREAM,37,pop,Dance Pop: Japan,193.553
WAKE ME UP,FULLMETAL TRIGGER,15-01-2020,THE RAMPAGE from EXILE TRIBE,35,pop,Dance Pop: Japan,240.1
New Page,New Page,08-01-2020,INTERSECTION,49,pop,Dance Pop: Japan,270.904
Easy Breezy,Easy Breezy,17-01-2020,chelmico,42,pop,Dance Pop: Japan,208.37600000000003
TOTSUKA feat. サイプレス上野,TOTSUKA feat. サイプレス上野,17-01-2020,ASOBOiSM,23,pop,Dance Pop: Japan,225.412
taste,taste,11-12-2019,FlowBack,34,pop,Dance Pop: Japan,223.9199999999
I don’t wanna do,I don’t wanna do,12-01-2020,SARM,27,pop,Dance Pop: Japan,244.06099999999998
A-RA-SHI:Reborn,A-RA-SHI : Reborn,20-12-2019,ARASHI,60,pop,Dance Pop: Japan,205.928
Light,Light,22-11-2019,SIRUP,53,pop,Dance Pop: Japan,228.371
Night Ship,Night Ship,15-01-2020,Yo-Sea,30,pop,Dance Pop: Japan,162.82700000000003
Fly me 2,SPOTLIGHT,06-11-2019,eill,41,pop,Dance Pop: Japan,217.0
Not Enough,Asymmetry,27-11-2019,Rei Yasuda,29,pop,Dance Pop: Japan,292.5869999999
COLORLESS,COLORLESS,04-12-2019,Daichi Miura,54,pop,Dance Pop: Japan,196.3669999999
New Shoes - feat.Shun Murakami,New Shoes (feat.Shun Murakami),15-01-2020,phai,21,pop,Dance Pop: Japan,232.8319999999
MarudeSaturday Night,MarudeSaturday Night,02-12-2019,BABY-T,21,pop,Dance Pop: Japan,214.118
FUTARI x PARTY,FUTARI x PARTY,27-11-2019,CREAM,40,pop,Dance Pop: Japan,184.93499999990007
SUPERSTAR,SUPERSTAR,08-01-2020,真之介,26,pop,Dance Pop: Japan,193.417
Be on the Stage,Be on the Stage,18-12-2019,KEITA,26,pop,Dance Pop: Japan,232.97300000000004
space shuttle,space shuttle,20-11-2019,空音,36,pop,Dance Pop: Japan,224.333
Amazing!,Amazing!,15-01-2020,Sakurako Ohara,32,pop,Dance Pop: Japan,199.44
TO-KE-TE,TO-KE-TE,16-12-2019,HAN-KUN,34,pop,Dance Pop: Japan,214.627
JAM fo'freedom (SASUKE Remix),THE 4CE,15-01-2020,RUN THE FLOOR,21,pop,Dance Pop: Japan,211.5469999999
You're the Reason - English ver.,You're the Reason (English ver.),25-12-2019,INTERSECTION,36,pop,Dance Pop: Japan,198.3679999999
Made In JPN,Shelly,11-12-2019,DEAN FUJIOKA,36,pop,Dance Pop: Japan,210.1339999999
See You Later,See You Later,20-11-2019,Chocoholic,42,pop,Dance Pop: Japan,200.71200000000002
Possible,Possible,07-01-2020,片寄涼太,49,pop,Dance Pop: Japan,283.4
All Over You,All Over You,23-12-2019,Boys Get Hurt,12,pop,Dance Pop: Japan,212.211
Where Would You Go?,Where Would You Go?,14-12-2019,SkyLogic,16,pop,Dance Pop: Japan,208.333
Call My Name - Remix,Call My Name (Remix),26-10-2019,YUTO,27,pop,Dance Pop: Japan,166.523
DAYZ,DAYZ,13-11-2019,AAAMYYY,44,pop,Dance Pop: Japan,311.976
Simple Things,Simple Things,12-01-2020,HarukiD,21,pop,Dance Pop: Japan,157.288
SUN DAY - Shinichi Osawa Remix,SUN DAY (Shinichi Osawa Remix),17-11-2019,HIRAIDAI,41,pop,Dance Pop: Japan,264.93499999999995
SPOTLIGHT,SPOTLIGHT,06-11-2019,eill,44,pop,Dance Pop: Japan,221.387
let me know,let me know,09-11-2019,blanchehor,39,pop,Dance Pop: Japan,220.63100000000003
Y.E.S,Y.E.S,20-11-2019,KEITA,21,pop,Dance Pop: Japan,146.49999999989998
Rich&Famous - feat. Sean Paul,re(CORD),13-11-2019,Kumi Koda,35,pop,Dance Pop: Japan,249.187
ミズノナカヘ - Car TAX remix,Unstable Unstoppable,11-01-2020,yu-re:meu,16,pop,Dance Pop: Japan,237.07100000000003
EASY LOVE,EASY LOVE,30-10-2019,Gear 2nd,27,pop,Dance Pop: Japan,225.273
PARADE,PARADE,26-10-2019,Miliyah,37,pop,Dance Pop: Japan,244.187
Obsession,Obsession,23-10-2019,広瀬大地,30,pop,Dance Pop: Japan,214.132
Shine,Shine,16-10-2019,DJ PIGER,35,pop,Dance Pop: Japan,207.21299999990003
Upside Down,Upside Down,20-11-2019,RYPPHYPE,26,pop,Dance Pop: Japan,208.52999999990004
B.S.G.S.,B.S.G.S.,20-11-2019,sooogood!,30,pop,Dance Pop: Japan,141.4729999999
Bitten By You,Bitten By You,23-10-2019,Monkey Majik,40,pop,Dance Pop: Japan,242.627
For Me,For Me,30-10-2019,WAPLAN,31,pop,Dance Pop: Japan,221.09999999990004
Sway,BLUE MOMENT,11-12-2019,AATA,27,pop,Dance Pop: Japan,241.16399999989997
Nobody,INFINITY,04-12-2019,Beverly,31,pop,Dance Pop: Japan,213.14700000000002
Adios,HUSH,19-08-2019,EVERGLOW,74,pop,K-Party Dance Mix,189.1469999999
Dumb,BE!,05-11-2019,BVNDIT,59,pop,K-Party Dance Mix,190.903
THURSDAY,Call My Name,04-11-2019,GOT7,63,pop,K-Party Dance Mix,206.57800000000003
Snapping,Flourishing,24-06-2019,CHUNG HA,73,pop,K-Party Dance Mix,213.16399999990008
WONDERLAND,TREASURE EP.FIN: All To Action,08-10-2019,ATEEZ,72,pop,K-Party Dance Mix,199.013
DDU-DU DDU-DU,SQUARE UP,15-06-2018,BLACKPINK,68,pop,K-Party Dance Mix,209.3549999999
Like always,QUANTUM LEAP,27-08-2019,X1,58,pop,K-Party Dance Mix,204.89300000000003
Answer,TREASURE EPILOGUE : Action To Answer,06-01-2020,ATEEZ,72,pop,K-Party Dance Mix,219.7599999999
피카부 Peek-A-Boo,Perfect Velvet - The 2nd Album,17-11-2017,Red Velvet,70,pop,K-Party Dance Mix,189.05000000000004
DRIP,New Start,03-11-2019,HINAPIA,59,pop,K-Party Dance Mix,200.465
Jopping,SuperM - The 1st Mini Album,04-10-2019,SuperM,75,pop,K-Party Dance Mix,251.293
HIP,reality in BLACK,14-11-2019,Mamamoo,81,pop,K-Party Dance Mix,195.3069999999
BBoom BBoom,GREAT!,03-01-2018,MOMOLAND,70,pop,K-Party Dance Mix,208.863
Dumb Litty,KARD 2nd Digital Single ‘Dumb Litty’,22-09-2019,KARD,65,pop,K-Party Dance Mix,193.16
POP/STARS,POP/STARS,03-11-2018,K/DA,75,pop,K-Party Dance Mix,191.09999999990004
MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,06-12-2019,Monsta X,69,pop,K-Party Dance Mix,166.213
